Approximate absolute humidity debug
temperatureCelsius: 24.210000000000036, relativeHumidity: 23.51, absoluteHumidity: 5.1760551152524785
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.71, absoluteHumidity: 5.524048251585229
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.71, absoluteHumidity: 5.524048251585229
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.71, absoluteHumidity: 5.524048251585229
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.71, absoluteHumidity: 5.524048251585229
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.715, absoluteHumidity: 5.528291518495779
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.715, absoluteHumidity: 5.528291518495779
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.715, absoluteHumidity: 5.528291518495779
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.5, relativeHumidity: 24.695, absoluteHumidity: 5.526942373435323
temperatureCelsius: 24.5, relativeHumidity: 24.695, absoluteHumidity: 5.526942373435323
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.695, absoluteHumidity: 5.530068387351421
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.675, absoluteHumidity: 5.528714700514558
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.675, absoluteHumidity: 5.528714700514558
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.675, absoluteHumidity: 5.528714700514558
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.675, absoluteHumidity: 5.528714700514558
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.675, absoluteHumidity: 5.528714700514558
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.675, absoluteHumidity: 5.528714700514558
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.675, absoluteHumidity: 5.528714700514558
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.53000000000003, relativeHumidity: 24.68, absoluteHumidity: 5.532962175285993
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.675, absoluteHumidity: 5.528714700514558
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.52000000000004, relativeHumidity: 24.655, absoluteHumidity: 5.524233472793777
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.635, absoluteHumidity: 5.516632302992601
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.655, absoluteHumidity: 5.521110997778875
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.655, absoluteHumidity: 5.521110997778875
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.635, absoluteHumidity: 5.516632302992601
temperatureCelsius: 24.5, relativeHumidity: 24.635, absoluteHumidity: 5.513513884170043
temperatureCelsius: 24.5, relativeHumidity: 24.635, absoluteHumidity: 5.513513884170043
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.635, absoluteHumidity: 5.516632302992601
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.655, absoluteHumidity: 5.521110997778875
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.655, absoluteHumidity: 5.521110997778875
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.510000000000048, relativeHumidity: 24.675, absoluteHumidity: 5.525589692565148
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.635, absoluteHumidity: 5.510396987988813
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.635, absoluteHumidity: 5.510396987988813
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.65, absoluteHumidity: 5.510634941383079
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.65, absoluteHumidity: 5.510634941383079
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.69, absoluteHumidity: 5.519577148184512
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.470000000000027, relativeHumidity: 24.67, absoluteHumidity: 5.511987768052311
temperatureCelsius: 24.470000000000027, relativeHumidity: 24.67, absoluteHumidity: 5.511987768052311
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.65, absoluteHumidity: 5.510634941383079
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.65, absoluteHumidity: 5.510634941383079
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.65, absoluteHumidity: 5.510634941383079
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.65, absoluteHumidity: 5.510634941383079
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.65, absoluteHumidity: 5.510634941383079
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.675, absoluteHumidity: 5.522466210346896
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.635, absoluteHumidity: 5.510396987988813
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.5, relativeHumidity: 24.635, absoluteHumidity: 5.513513884170043
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.695, absoluteHumidity: 5.523817885869037
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.480000000000018, relativeHumidity: 24.67, absoluteHumidity: 5.515106044783795
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.655, absoluteHumidity: 5.514870620615555
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.49000000000001, relativeHumidity: 24.675, absoluteHumidity: 5.519344253242296
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
temperatureCelsius: 24.5, relativeHumidity: 24.655, absoluteHumidity: 5.517990047258469
